sample_lib,Block,Input Conc.,captured_lib,Bait,sequencing_lib,sequencing_run,fastq_file,fastq_path,bam_bai_file,bam_file,bam_bai_file_path,bam_file_path,matching_normal_sl,area_type
SGLP-0042,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0042_S42_L001_R1_001.fastq.gz': '14f0ffb3154939dde7faa21b3b801b1d', 'SGLP-0042_S42_L001_R2_001.fastq.gz': '323c059c967f9747786e6fb0cfea8d1e', 'SGLP-0042_S42_L002_R1_001.fastq.gz': '9d891c2988c2b78bf4a981dfb947ed5d', 'SGLP-0042_S42_L002_R2_001.fastq.gz': '4ade8d62faf3f2c15a5895a20f9c2982'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0042.deduplicated.realign.bam.bai': ''},{'SGLP-0042.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0042,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0042_S41_L001_R1_001.fastq.gz': '205164d49d4fcb936fe3be9ef3c4e04e', 'SGLP-0042_S41_L001_R2_001.fastq.gz': '1b72525180ccf1bacf42407ba1a38d47', 'SGLP-0042_S41_L002_R1_001.fastq.gz': '3327602753cb4b2962c9e54cb1534a14', 'SGLP-0042_S41_L002_R2_001.fastq.gz': 'a255afba33100f7f5c3b17374864e376'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0043,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0043_S43_L001_R1_001.fastq.gz': '49eeb1866c39ec76d46ec47f32f09d3f', 'SGLP-0043_S43_L001_R2_001.fastq.gz': '3f160a8ea6499ad9d0e279bec2816130', 'SGLP-0043_S43_L002_R1_001.fastq.gz': '5c38263342d434a77eb8f8cd1d972e8b', 'SGLP-0043_S43_L002_R2_001.fastq.gz': 'fcae331254d8166cc1ba90e4aadc11f7'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0043.deduplicated.realign.bam.bai': ''},{'SGLP-0043.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0043,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0043_S42_L001_R1_001.fastq.gz': 'd12fa1dc44b735e0f97cf61461d0edb5', 'SGLP-0043_S42_L001_R2_001.fastq.gz': '4d15e066118ceb61fac40b337f44d1eb', 'SGLP-0043_S42_L002_R1_001.fastq.gz': '700447f39c9b34cb8aa04f4d9c67ccff', 'SGLP-0043_S42_L002_R2_001.fastq.gz': 'a9a3e4b972a69c5869e6356266517dff'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0044,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0044_S44_L001_R1_001.fastq.gz': '18d7faa5e99cb61e79190a1acf1955aa', 'SGLP-0044_S44_L001_R2_001.fastq.gz': 'c64f1f0fd13cab1bfc43f453bb2b1d10', 'SGLP-0044_S44_L002_R1_001.fastq.gz': '2dcc12af6919c9119095ef07d9792338', 'SGLP-0044_S44_L002_R2_001.fastq.gz': '95c32151ff078a0dbce0b7ac9d3fd143'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0044.deduplicated.realign.bam.bai': ''},{'SGLP-0044.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0044,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0044_S43_L001_R1_001.fastq.gz': 'ec07a437134a84ebc1e7b95251c632ab', 'SGLP-0044_S43_L001_R2_001.fastq.gz': 'c1084d5da04f37ac9833805262cab99a', 'SGLP-0044_S43_L002_R1_001.fastq.gz': 'ab5f444beb808c681250dc43fad3e9f6', 'SGLP-0044_S43_L002_R2_001.fastq.gz': '260b92cd24d19b371cfbd2ca0e139547'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0045,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0045_S45_L001_R1_001.fastq.gz': 'e80fa8cbd729c7fecabef44008e305ae', 'SGLP-0045_S45_L001_R2_001.fastq.gz': 'e6e7babf6ab561caaa46a6d125aaf0f9', 'SGLP-0045_S45_L002_R1_001.fastq.gz': 'c8e9a655e6dae19e9d8632e6260fad4a', 'SGLP-0045_S45_L002_R2_001.fastq.gz': '789bb5882db7c02de8e5cfff9f1fdfa2'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0045.deduplicated.realign.bam.bai': ''},{'SGLP-0045.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0045,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0045_S44_L001_R1_001.fastq.gz': 'a7439d78ac629422524ff830e1e2719a', 'SGLP-0045_S44_L001_R2_001.fastq.gz': '7599ea2e0f598947de060b6fc8924033', 'SGLP-0045_S44_L002_R1_001.fastq.gz': '7047cc50b3c05a636cae1421543511ac', 'SGLP-0045_S44_L002_R2_001.fastq.gz': 'a118c5eef7367e0a31547a0d91666175'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0046,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0046_S46_L001_R1_001.fastq.gz': '8239a06bbdb259f3d302e889cc0f488a', 'SGLP-0046_S46_L001_R2_001.fastq.gz': 'ff15b7370e9721c1d6404728a189d70b', 'SGLP-0046_S46_L002_R1_001.fastq.gz': 'cfc436e908b2c65cc0c86fc9ed5c94ab', 'SGLP-0046_S46_L002_R2_001.fastq.gz': 'a625e7e6a20285e50ee379bd50cb23f6'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0046.deduplicated.realign.bam.bai': ''},{'SGLP-0046.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0046,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0046_S45_L001_R1_001.fastq.gz': 'f69f2167f5be94acc4844ab614a763dd', 'SGLP-0046_S45_L001_R2_001.fastq.gz': 'b108b894f12edffaa20b1cab75f65200', 'SGLP-0046_S45_L002_R1_001.fastq.gz': 'e8aa292b684103e671b4376e7ba33545', 'SGLP-0046_S45_L002_R2_001.fastq.gz': '9adc647aa8edeec65b8c027b6716e505'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0047,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0047_S47_L001_R1_001.fastq.gz': '56112bbd630191b72aaf0419dabe1a4a', 'SGLP-0047_S47_L001_R2_001.fastq.gz': '2351b03c102c943f82db8dd33c74a9d6', 'SGLP-0047_S47_L002_R1_001.fastq.gz': 'b7e136421df1df91c4888e0a9bd846d0', 'SGLP-0047_S47_L002_R2_001.fastq.gz': '13860e8826a5455a172614fc1f968193'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0047.deduplicated.realign.bam.bai': ''},{'SGLP-0047.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0047,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0047_S46_L001_R1_001.fastq.gz': '5843c5fb570483cca790346ec63219d8', 'SGLP-0047_S46_L001_R2_001.fastq.gz': 'ecef034c04bcaf0c486bb96183b75bcd', 'SGLP-0047_S46_L002_R1_001.fastq.gz': 'd679514c935e6c098c412e65e420bdd9', 'SGLP-0047_S46_L002_R2_001.fastq.gz': '2f5f39103c5a150757899033485a07e7'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0048,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,"{'SGLP-0048_S48_L001_R1_001.fastq.gz': '79c89e6c9ebaaff1717922b90e42d9dd', 'SGLP-0048_S48_L001_R2_001.fastq.gz': 'c2e88e9328bf55a4d0917f6933220c5a', 'SGLP-0048_S48_L002_R1_001.fastq.gz': '235ee4217750dd63d115d97575aeb985', 'SGLP-0048_S48_L002_R2_001.fastq.gz': '0c239bca15dda24aaaf576b05d0a7f02'}",HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,{'SGLP-0048.deduplicated.realign.bam.bai': ''},{'SGLP-0048.deduplicated.realign.bam': ''},HiSeqData/SGPC-01/Analysis/bams,HiSeqData/SGPC-01/Analysis/bams,,
SGLP-0048,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0048_S47_L001_R1_001.fastq.gz': '613c8efb94db7e78acc7dfbc2449b0e1', 'SGLP-0048_S47_L001_R2_001.fastq.gz': 'a59e511ecfcecdbeeb25549f1a8e019a', 'SGLP-0048_S47_L002_R1_001.fastq.gz': 'abf8a3f47d4c6c3e3e583e721d286505', 'SGLP-0048_S47_L002_R2_001.fastq.gz': '8d4497d3d2f11fec911a9d45936a4b4e'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,,,,,,
SGLP-0049,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-01,,,,,,,,
SGLP-0049,,,"SGPC-02,SGPC-01",Small Gene Panel,,SGPC-02,"{'SGLP-0049_S48_L001_R1_001.fastq.gz': '5fedf98ef7ef921cb117ec8d911d62b5', 'SGLP-0049_S48_L001_R2_001.fastq.gz': 'ae213676614ca43fd64ed55959dc99c9', 'SGLP-0049_S48_L002_R1_001.fastq.gz': '1b43958ae0b40188a54fe4f623dfbbd6', 'SGLP-0049_S48_L002_R2_001.fastq.gz': '05079b1dfe447aa1eabb4ca338617a27'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0049.deduplicated.realign.bam.bai': ''},{'SGLP-0049.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,
SGLP-0050,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0050_S49_L001_R1_001.fastq.gz': 'd6204ae44e14ab1c0c9b78faa2ab0578', 'SGLP-0050_S49_L001_R2_001.fastq.gz': '226812dc8f44ec40b0e030865a71c6a3', 'SGLP-0050_S49_L002_R1_001.fastq.gz': '30275f3e4245f6728f644b1767ae95e0', 'SGLP-0050_S49_L002_R2_001.fastq.gz': 'aefd579f68c36e13625e54cc434c9872'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0050.deduplicated.realign.bam.bai': ''},{'SGLP-0050.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0051,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0051_S50_L001_R1_001.fastq.gz': '3074e328b7753ab9bb1fd867f3bfb85c', 'SGLP-0051_S50_L001_R2_001.fastq.gz': 'f592d364dc42c43c65ff6526be776c87', 'SGLP-0051_S50_L002_R1_001.fastq.gz': 'a44bafd85281bdfb89687c3d41e85b10', 'SGLP-0051_S50_L002_R2_001.fastq.gz': '4aea89453e24a56d2d2a3ae372861913'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0051.deduplicated.realign.bam.bai': ''},{'SGLP-0051.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0052,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0052_S51_L001_R1_001.fastq.gz': 'c871329dfb58085a75078f824b9c4cf7', 'SGLP-0052_S51_L001_R2_001.fastq.gz': '90596e65b2144b81d598c77142b9aabb', 'SGLP-0052_S51_L002_R1_001.fastq.gz': '486df0ed488149849c7f5f21e9614d75', 'SGLP-0052_S51_L002_R2_001.fastq.gz': '5d249fecfc83d74561d866f641a2bac2'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0052.deduplicated.realign.bam.bai': ''},{'SGLP-0052.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0053,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0053_S52_L001_R1_001.fastq.gz': '14c23164efea3cc3135c677b7618b5ef', 'SGLP-0053_S52_L001_R2_001.fastq.gz': '0412c2fab66ddb08e42b0ff42fdc3926', 'SGLP-0053_S52_L002_R1_001.fastq.gz': '67a12eaaea7d0b84f7e540dc9699d392', 'SGLP-0053_S52_L002_R2_001.fastq.gz': '70e99a325e4ff6ef9b66cacbbcb6e092'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0053.deduplicated.realign.bam.bai': ''},{'SGLP-0053.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0054,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0054_S53_L001_R1_001.fastq.gz': '810f4e89564ca0a76efc91500ea87275', 'SGLP-0054_S53_L001_R2_001.fastq.gz': 'f7902680a8263e374007a6322c6f64f0', 'SGLP-0054_S53_L002_R1_001.fastq.gz': '8e744792675b2cc549eec32e09289dd8', 'SGLP-0054_S53_L002_R2_001.fastq.gz': 'a0b998d232163cdd121541625aae8c80'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0054.deduplicated.realign.bam.bai': ''},{'SGLP-0054.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0055,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0055_S54_L001_R1_001.fastq.gz': 'f5dbdf79570815de44c0d473a8dff7fe', 'SGLP-0055_S54_L001_R2_001.fastq.gz': 'b35fd422e0204cd2b171d06e36f38634', 'SGLP-0055_S54_L002_R1_001.fastq.gz': 'fbe884b654dfb7a23710fccdf029c7b0', 'SGLP-0055_S54_L002_R2_001.fastq.gz': '7bb3f40ed3eb83122e851fe434438e09'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0055.deduplicated.realign.bam.bai': ''},{'SGLP-0055.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0056,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0056_S55_L001_R1_001.fastq.gz': 'e330a0c304a696883e7583ebd9644a7d', 'SGLP-0056_S55_L001_R2_001.fastq.gz': '846af5d9239983677f7066392508fff8', 'SGLP-0056_S55_L002_R1_001.fastq.gz': '8ae64d9b4e3c113219a98fd405280c7d', 'SGLP-0056_S55_L002_R2_001.fastq.gz': '61de5698670928d5125d2bfc351610ba'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0056.deduplicated.realign.bam.bai': ''},{'SGLP-0056.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0057,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0057_S56_L001_R1_001.fastq.gz': '2c760827c49e22503db9cc4e9ed5c829', 'SGLP-0057_S56_L001_R2_001.fastq.gz': 'bb44d94b274f512442742b410e349ee0', 'SGLP-0057_S56_L002_R1_001.fastq.gz': '3043cd8ef32b28b2f35cd4c55b571adf', 'SGLP-0057_S56_L002_R2_001.fastq.gz': 'beb5469bde22772395960fdd8bbddade'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0057.deduplicated.realign.bam.bai': ''},{'SGLP-0057.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0058,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0058_S57_L001_R1_001.fastq.gz': 'ba959d5480c56d11df943c42b44b3cc7', 'SGLP-0058_S57_L001_R2_001.fastq.gz': '83df49aa37fda7352e8c403aa924ca36', 'SGLP-0058_S57_L002_R1_001.fastq.gz': '60a73c1e9f80efbdaf3e534e5fcf3638', 'SGLP-0058_S57_L002_R2_001.fastq.gz': '0aa77264cf807880c7e49c6981964c87'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0058.deduplicated.realign.bam.bai': ''},{'SGLP-0058.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0059,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0059_S58_L001_R1_001.fastq.gz': '1420bc673b86b866da579aac7ed3b162', 'SGLP-0059_S58_L001_R2_001.fastq.gz': '6fd87edc939b1fd652e08aa0869f4694', 'SGLP-0059_S58_L002_R1_001.fastq.gz': '873c481556153ae678c17514ba11d38e', 'SGLP-0059_S58_L002_R2_001.fastq.gz': 'a7e15d9082b7472f57f08dfa0cb76c26'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0059.deduplicated.realign.bam.bai': ''},{'SGLP-0059.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0060,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0060_S59_L001_R1_001.fastq.gz': 'ba2589c9304a56084dbe0f41fbcd31b0', 'SGLP-0060_S59_L001_R2_001.fastq.gz': 'fb2a75a3ce941816d1ef32abccaa6c45', 'SGLP-0060_S59_L002_R1_001.fastq.gz': 'a03884f8bc0c14bf6bcee063b6c25e80', 'SGLP-0060_S59_L002_R2_001.fastq.gz': '463f8b806d8afc030df2cbd0de084917'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0060.deduplicated.realign.bam.bai': ''},{'SGLP-0060.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0061,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0061_S60_L001_R1_001.fastq.gz': 'ed12aea4b77775f575ff1fad80c3f6db', 'SGLP-0061_S60_L001_R2_001.fastq.gz': 'f2e15b6b1b6ad8910c3bfa429af23f21', 'SGLP-0061_S60_L002_R1_001.fastq.gz': '5452711988d91a2b56b0e4dee08c081b', 'SGLP-0061_S60_L002_R2_001.fastq.gz': '9c85dd112f65b6684bc9210b9bf78ce7'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0061.deduplicated.realign.bam.bai': ''},{'SGLP-0061.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0062,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0062_S61_L001_R1_001.fastq.gz': '6b09f4bbbdc6e37bd939cd08d63b88ff', 'SGLP-0062_S61_L001_R2_001.fastq.gz': '051ba252f716a842396bf2d5874f03e3', 'SGLP-0062_S61_L002_R1_001.fastq.gz': '49b8f62238098ba71c4a91eee859d6cb', 'SGLP-0062_S61_L002_R2_001.fastq.gz': '2693d8be8d091e568a291ff77a1ebfee'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0062.deduplicated.realign.bam.bai': ''},{'SGLP-0062.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0063,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0063_S62_L001_R1_001.fastq.gz': '2491fe7930e11ac123d9297a3d04a0b4', 'SGLP-0063_S62_L001_R2_001.fastq.gz': '582462a862f52900403d52ad0ab7c94d', 'SGLP-0063_S62_L002_R1_001.fastq.gz': '01764dce0ca06c3e5df58b5697e8a063', 'SGLP-0063_S62_L002_R2_001.fastq.gz': 'add3dc4c040a71f175c495d9878f96ab'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0063.deduplicated.realign.bam.bai': ''},{'SGLP-0063.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0064,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0064_S63_L001_R1_001.fastq.gz': '2f6e136e5a3c2faeba16ebe061cf690b', 'SGLP-0064_S63_L001_R2_001.fastq.gz': '0488c7efa2229d5d0998765e45fea175', 'SGLP-0064_S63_L002_R1_001.fastq.gz': 'f9a9b382f649d9ec054558b094d671f8', 'SGLP-0064_S63_L002_R2_001.fastq.gz': '4d42b6f7165a03dc42e560b4f5bbaa77'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0064.deduplicated.realign.bam.bai': ''},{'SGLP-0064.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0065,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0065_S64_L001_R1_001.fastq.gz': 'ee7ba6ac67e42ab06137fb2853acd945', 'SGLP-0065_S64_L001_R2_001.fastq.gz': 'cb87b342cff010f3d92ef83bd97e71bd', 'SGLP-0065_S64_L002_R1_001.fastq.gz': 'c172a15001bf2d68fddc3a1e6c339743', 'SGLP-0065_S64_L002_R2_001.fastq.gz': '977c3c31b3d4593d8340d7c3f80c8d9f'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0065.deduplicated.realign.bam.bai': ''},{'SGLP-0065.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0066,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0066_S65_L001_R1_001.fastq.gz': 'b79b2bee76f7ee4bd66f960e8366d58f', 'SGLP-0066_S65_L001_R2_001.fastq.gz': '689960f9ee810da9602f943669b50430', 'SGLP-0066_S65_L002_R1_001.fastq.gz': 'db4293104dfe1fe5469f961f2cc1aec9', 'SGLP-0066_S65_L002_R2_001.fastq.gz': '81e8fecad4ed4b886b25c25794900383'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0066.deduplicated.realign.bam.bai': ''},{'SGLP-0066.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0067,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0067_S66_L001_R1_001.fastq.gz': '1a7e2b77cdc3cf12e26170d3fdc90829', 'SGLP-0067_S66_L001_R2_001.fastq.gz': '3601b70c211678bbf807d84b5c020959', 'SGLP-0067_S66_L002_R1_001.fastq.gz': 'eb625709482a820ab73e7520ce8bf656', 'SGLP-0067_S66_L002_R2_001.fastq.gz': '0634d9bef30026d1075ab2030f86efe6'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0067.deduplicated.realign.bam.bai': ''},{'SGLP-0067.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0068,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0068_S67_L001_R1_001.fastq.gz': '88fb5dc70681003c552511d48fb4c72e', 'SGLP-0068_S67_L001_R2_001.fastq.gz': 'aeb42ea8d0843d37e4d2ddc238580951', 'SGLP-0068_S67_L002_R1_001.fastq.gz': '5223bc0b75a1de265ea4c87432f8bc41', 'SGLP-0068_S67_L002_R2_001.fastq.gz': '17817814f9eb0d98935ca61acd608d5d'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0068.deduplicated.realign.bam.bai': ''},{'SGLP-0068.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
SGLP-0069,,,SGPC-02,Small Gene Panel,,SGPC-02,"{'SGLP-0069_S68_L001_R1_001.fastq.gz': '84e814b6aa849367ac0b5c024da9d2de', 'SGLP-0069_S68_L001_R2_001.fastq.gz': '4f9048d99692769d37e4eb9fa378e5f2', 'SGLP-0069_S68_L002_R1_001.fastq.gz': '4a5c9906016c5971ccbb5cb68871592f', 'SGLP-0069_S68_L002_R2_001.fastq.gz': 'f4494f1eb90e555cd38448a75a0ad970'}",HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,{'SGLP-0069.deduplicated.realign.bam.bai': ''},{'SGLP-0069.deduplicated.realign.bam': ''},HiSeqData/SGPC-02/Analysis/bams,HiSeqData/SGPC-02/Analysis/bams,,Tumor
