NA_ID,Area ID,NA_TYPE,Date extracted,Method,Qubit Concentration (ng/ul),Volumn (ul),Amount (ng),Re-extraction amount,Total extracted NA amount (ng),NA sheared/used (ng),Shearing volume DNA input (ul),Volume of TE buffer (ul)  for shearing,SL_ID,Notes,Assigned Projects
PROG R-15,1311 Normal,RNA,5/19/2023,Qiagen AllPrep DNA/RNA Mini Kit,7.92,55,435.6,,435.6,,0,50,,,Werner Syndrome
PROG R-16,"1312 Met1,1313 Met2",RNA,5/19/2023,Qiagen AllPrep DNA/RNA Mini Kit,7.64,40,305.6,,305.6,300.0,39,11,"EXLP-31,EXLP-44",,Werner Syndrome
PROG R-17,1314 Met3,RNA,5/12/2023,Qiagen AllPrep DNA/RNA Mini Kit,172.80,40,6912.0,,6912.0,300.0,2,48,"EXLP-32,EXLP-45",,Werner Syndrome
PROG R-18,1439 Invasive 5,RNA,5/19/2023,Qiagen AllPrep DNA/RNA Mini Kit,30.80,18,554.4,,554.4,200.0,6,44,"EXLP-33,EXLP-46",,Werner Syndrome
PROG R-19,1438 Normal,RNA,5/18/2023,Qiagen AllPrep DNA/RNA Mini Kit,3.27,16,52.3,,52.3,,0,50,,,Werner Syndrome
PROG R-20,2302 Invasive 1,RNA,5/18/2023,Qiagen AllPrep DNA/RNA Mini Kit,45.50,53,2411.5,,2411.5,200.0,4,46,"EXLP-34,EXLP-47",,Werner Syndrome
PROG R-21,2305 Met5,RNA,5/12/2023,Qiagen AllPrep DNA/RNA Mini Kit,3.78,41,155.0,,155.0,,0,50,,,Werner Syndrome
PROG R-22,2306 Met6,RNA,5/12/2023,Qiagen AllPrep DNA/RNA Mini Kit,41.10,81,3329.1,,3329.1,500.0,12,38,"EXLP-35,EXLP-48,EXLP-53",,Werner Syndrome
PROG R-23,2307 Met7,RNA,5/12/2023,Qiagen AllPrep DNA/RNA Mini Kit,54.00,81,4374.0,,4374.0,300.0,6,44,"EXLP-36,EXLP-49",,Werner Syndrome
PROG R-24,2308 Met8,RNA,5/18/2023,Qiagen AllPrep DNA/RNA Mini Kit,39.70,77,3056.9,,3056.9,300.0,8,42,"EXLP-37,EXLP-50",,Werner Syndrome
PROG R-25,2309 Met9,RNA,5/18/2023,Qiagen AllPrep DNA/RNA Mini Kit,39.80,77,3064.6,,3064.6,300.0,8,42,"EXLP-38,EXLP-51",,Werner Syndrome
PROG R-26,2310 Met10,RNA,5/18/2023,Qiagen AllPrep DNA/RNA Mini Kit,22.10,78,1723.8,,1723.8,500.0,23,27,"EXLP-39,EXLP-52,EXLP-54",,Werner Syndrome
RNA-01,280 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,208.00,20,4160.0,,4160.0,400.0,2,48,RNA-01,,Melanoma Epigenetics
RNA-02,281 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,86.40,20,1728.0,,1728.0,400.0,5,45,RNA-02,,Melanoma Epigenetics
RNA-03,282 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,299.00,20,5980.0,,5980.0,400.0,1,49,RNA-03,,Melanoma Epigenetics
RNA-04,283 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,9.60,20,192.0,,192.0,192.0,20,30,RNA-04,,Melanoma Epigenetics
RNA-05,284 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,10.70,20,214.0,,214.0,214.0,20,30,RNA-05,,Melanoma Epigenetics
RNA-06,285 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,64.40,20,1288.0,,1288.0,400.0,6,44,RNA-06,,Melanoma Epigenetics
RNA-07,286 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,33.50,20,670.0,,670.0,400.0,12,38,RNA-07,,Melanoma Epigenetics
RNA-08,287 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,15.60,20,312.0,,312.0,312.0,20,30,RNA-08,,Melanoma Epigenetics
RNA-09,288 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,47.00,20,940.0,,940.0,400.0,9,41,RNA-09,,Melanoma Epigenetics
RNA-10,289 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,38.00,20,760.0,,760.0,400.0,11,39,RNA-10,,Melanoma Epigenetics
RNA-11,290 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,10.00,20,200.0,,200.0,200.0,20,30,RNA-11,,Melanoma Epigenetics
RNA-12,291 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,33.00,20,660.0,,660.0,400.0,12,38,RNA-12,,Melanoma Epigenetics
RNA-13,292 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,73.20,20,1464.0,,1464.0,400.0,5,45,RNA-13,,Melanoma Epigenetics
RNA-14,293 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,834.00,20,16680.0,,16680.0,400.0,0,50,RNA-14,,Melanoma Epigenetics
RNA-15,294 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,24.20,20,484.0,,484.0,400.0,17,33,RNA-15,,Melanoma Epigenetics
RNA-16,295 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,54.00,20,1080.0,,1080.0,400.0,7,43,RNA-16,,Melanoma Epigenetics
RNA-17,296 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,27.00,20,540.0,,540.0,400.0,15,35,RLP-17,,Melanoma Epigenetics
RNA-18,297 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,61.00,20,1220.0,,1220.0,400.0,7,43,RNA-18,,Melanoma Epigenetics
RNA-19,298 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,23.00,20,460.0,,460.0,400.0,17,33,RNA-19,,Melanoma Epigenetics
RNA-20,299 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,14.00,20,280.0,,280.0,280.0,20,30,RNA-20,,Melanoma Epigenetics
RNA-21,300 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,83.00,20,1660.0,,1660.0,400.0,5,45,RNA-21,,Melanoma Epigenetics
RNA-22,301 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,135.00,20,2700.0,,2700.0,400.0,3,47,RNA-22,,Melanoma Epigenetics
RNA-23,302 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,100.00,20,2000.0,,2000.0,400.0,4,46,RNA-23,,Melanoma Epigenetics
RNA-24,303 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,63.50,20,1270.0,,1270.0,400.0,6,44,RLP-24,,Melanoma Epigenetics
RNA-25,304 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,4.30,20,86.0,,86.0,86.0,20,30,RLP-25,,Melanoma Epigenetics
RNA-26,305 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,81.00,20,1620.0,,1620.0,400.0,5,45,RNA-26,,Melanoma Epigenetics
RNA-27,343 MIS,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,52.00,20,1040.0,,1040.0,400.0,8,42,RNA-27,,Melanoma Epigenetics
RNA-28,344 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,223.00,20,4460.0,,4460.0,400.0,2,48,RNA-28,,Melanoma Epigenetics
RNA-29,345 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,36.00,20,720.0,,720.0,400.0,11,39,RNA-29,,Melanoma Epigenetics
RNA-30,346 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,163.00,20,3260.0,,3260.0,400.0,2,48,RNA-30,,Melanoma Epigenetics
RNA-31,347 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,206.00,20,4120.0,,4120.0,400.0,2,48,RNA-31,,Melanoma Epigenetics
RNA-32,348 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,15.50,20,310.0,,310.0,310.0,20,30,RNA-32,,Melanoma Epigenetics
RNA-33,349 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,26.00,20,520.0,,520.0,400.0,15,35,RNA-33,,Melanoma Epigenetics
RNA-34,350 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,22.40,20,448.0,,448.0,400.0,18,32,RNA-34,,Melanoma Epigenetics
RNA-35,351 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,209.00,20,4180.0,,4180.0,400.0,2,48,RNA-35,,Melanoma Epigenetics
RNA-36,352 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,50.00,20,1000.0,,1000.0,400.0,8,42,RNA-36,,Melanoma Epigenetics
RNA-37,353 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,33.70,20,674.0,,674.0,400.0,12,38,RNA-37,,Melanoma Epigenetics
RNA-38,354 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,48.00,20,960.0,,960.0,400.0,8,42,RNA-38,,Melanoma Epigenetics
RNA-39,355 MIS,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,150.00,20,3000.0,,3000.0,400.0,3,47,RNA-39,,Melanoma Epigenetics
RNA-40,356 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,228.00,20,4560.0,,4560.0,400.0,2,48,RNA-40,,Melanoma Epigenetics
RNA-41,1310 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,23.70,20,474.0,,474.0,400.0,17,33,VMRLP-41,,Melanoma Epigenetics
RNA-42,788 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,5.30,20,106.0,,106.0,106.0,20,30,VMRLP-42,,Melanoma Epigenetics
RNA-43,772 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,11.60,20,232.0,,232.0,232.0,20,30,VMRLP-43,,Melanoma Epigenetics
RNA-44,773 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,57.30,20,1146.0,,1146.0,400.0,7,43,VMRLP-44,,Melanoma Epigenetics
RNA-45,774 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,9.60,20,192.0,,192.0,192.0,20,30,VMRLP-45,,Melanoma Epigenetics
RNA-46,775 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,3.50,20,70.0,,70.0,70.0,20,30,VMRLP-46,,Melanoma Epigenetics
RNA-47,795 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,4.30,20,86.0,,86.0,86.0,20,30,VMRLP-47,,Melanoma Epigenetics
RNA-48,796 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,23.50,20,470.0,,470.0,400.0,17,33,VMRLP-48,,Melanoma Epigenetics
RNA-49,776 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,140.00,20,2800.0,,2800.0,400.0,3,47,VMRLP-49,,Melanoma Epigenetics
RNA-50,777 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,61.00,20,1220.0,,1220.0,400.0,7,43,VMRLP-50,,Melanoma Epigenetics
RNA-51,791 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,14.00,20,280.0,,280.0,280.0,20,30,VMRLP-51,,Melanoma Epigenetics
RNA-52,789 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,15.00,20,300.0,,300.0,300.0,20,30,VMRLP-52,,Melanoma Epigenetics
RNA-53,794 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,112.00,20,2240.0,,2240.0,400.0,4,46,VMRLP-53,,Melanoma Epigenetics
RNA-54,793 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,10.00,20,200.0,,200.0,200.0,20,30,VMRLP-54,,Melanoma Epigenetics
RNA-55,779 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,91.00,20,1820.0,,1820.0,400.0,4,46,VMRLP-55,,Melanoma Epigenetics
RNA-56,780 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,167.00,20,3340.0,,3340.0,400.0,2,48,VMRLP-56,,Melanoma Epigenetics
RNA-57,799 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,23.40,20,468.0,,468.0,400.0,17,33,RLP-57,,Melanoma Epigenetics
RNA-58,800 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.50,20,30.0,,30.0,30.0,20,30,RLP-58,,Melanoma Epigenetics
RNA-59,805 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,4.70,20,94.0,,94.0,94.0,20,30,VMRLP-59,,Melanoma Epigenetics
RNA-60,803 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,1.60,20,32.0,,32.0,32.0,20,30,VMRLP-60,,Melanoma Epigenetics
RNA-61,781 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,59.00,20,1180.0,,1180.0,400.0,7,43,VMRLP-61,,Melanoma Epigenetics
RNA-62,782 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,52.00,20,1040.0,,1040.0,400.0,8,42,VMRLP-62,,Melanoma Epigenetics
RNA-63,802 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,39.00,20,780.0,,780.0,400.0,10,40,VMRLP-63,,Melanoma Epigenetics
RNA-64,801 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,10.00,20,200.0,,200.0,200.0,20,30,RLP-64,,Melanoma Epigenetics
RNA-65,885 MIS,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,170.00,20,3400.0,,3400.0,400.0,2,48,RLP-65,,Melanoma Epigenetics
RNA-66,785 Nevus,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,171.00,20,3420.0,,3420.0,400.0,2,48,RLP-66,,Melanoma Epigenetics
RNA-72,778 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,20.60,30,618.0,,618.0,400.0,19,31,RLP-67,,Melanoma Epigenetics
RNA-73,783 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,4.20,30,126.0,,126.0,126.0,30,20,RLP-68,,Melanoma Epigenetics
RNA-74,792 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,7.40,30,222.0,,222.0,221.0,30,20,RLP-69,,Melanoma Epigenetics
RNA-75,790 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,6.60,30,198.0,,198.0,196.0,30,20,RLP-70,,Melanoma Epigenetics
RNA-76,797 Normal,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,4.00,30,120.0,,120.0,120.0,30,20,RLP-71,,Melanoma Epigenetics
RNA-97,1434 Normal,RNA,8/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,2.30,20,46.0,,46.0,46.0,20,30,RLP-72,,Melanoma Epigenetics
RNA-98,1430 Normal,RNA,8/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,38.10,20,762.0,,762.0,400.0,10,40,RLP-73,,Melanoma Epigenetics
RNA-99,1431 Normal,RNA,8/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,5.27,20,105.4,,105.4,105.0,20,30,RLP-74,,Melanoma Epigenetics
RNA-100,1432 Normal,RNA,8/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,2.51,20,50.2,,50.2,50.0,20,30,RLP-75,,Melanoma Epigenetics
RNA-101,1433 Normal,RNA,8/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,37.80,20,756.0,,756.0,400.0,11,39,RLP-76,,Melanoma Epigenetics
RNA-101 (Mel_1),896 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,405.00,47,19035.0,,19035.0,400.0,1,49,VMRLP-101,,Melanoma Epigenetics
RNA-102 (Mel_2),897 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,485.00,47,22795.0,,22795.0,400.0,1,49,VMRLP-102,,Melanoma Epigenetics
RNA-103 (Mel_3),898 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,365.00,47,17155.0,,17155.0,400.0,1,49,VMRLP-103,,Melanoma Epigenetics
RNA-104 (Mel_4),899 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,380.00,47,17860.0,,17860.0,400.0,1,49,VMRLP-104,,Melanoma Epigenetics
RNA-105 (Mel_5),900 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,450.00,47,21150.0,,21150.0,400.0,1,49,VMRLP-105,,Melanoma Epigenetics
RNA-106 (Mel_6),901 Mel,RNA,,Qiagen AllPrep DNA/RNA Mini Kit,410.00,47,19270.0,,19270.0,400.0,1,49,VMRLP-106,,Melanoma Epigenetics
RNA-107,289 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,18.90,20,378.0,,378.0,378.0,20,30,RLP-77,,Melanoma Epigenetics
RNA-108,293 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,124.00,20,2480.0,,2480.0,,0,50,,,Melanoma Epigenetics
RNA-109,292 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,18.10,20,362.0,,362.0,,0,50,,,Melanoma Epigenetics
RNA-110,895 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-111,295 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,5.06,20,101.2,,101.2,,0,50,,,Melanoma Epigenetics
RNA-112,294 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,10.30,20,206.0,,206.0,,0,50,,,Melanoma Epigenetics
RNA-113,1442 MIS1,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,11.00,20,220.0,,220.0,220.0,20,30,RLP-78,,Melanoma Epigenetics
RNA-114,1443 MIS2,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,8.83,20,176.6,,176.6,176.6,20,30,RLP-79,,Melanoma Epigenetics
RNA-115,302 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-116,303 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,8.39,20,167.8,,167.8,167.8,20,30,RLP-80,,Melanoma Epigenetics
RNA-117,803 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-118,349 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,8.74,20,174.8,,174.8,,0,50,,,Melanoma Epigenetics
RNA-119,348 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-120,351 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,25.10,20,502.0,,502.0,,0,50,,,Melanoma Epigenetics
RNA-121,350 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,10.40,20,208.0,,208.0,,0,50,,,Melanoma Epigenetics
RNA-122,353 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,32.40,20,648.0,,648.0,,0,50,,,Melanoma Epigenetics
RNA-123,352 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,4.75,20,95.0,,95.0,,0,50,,,Melanoma Epigenetics
RNA-124,1441 MIS1,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,5.62,20,112.4,,112.4,112.4,20,30,RLP-81,,Melanoma Epigenetics
RNA-125,1444 MIS2,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,10.80,20,216.0,,216.0,216.0,20,30,RLP-82,,Melanoma Epigenetics
RNA-126,354 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,3.26,20,65.2,,65.2,,0,50,,,Melanoma Epigenetics
RNA-127,355 MIS,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,8.72,20,174.4,,174.4,,0,50,,,Melanoma Epigenetics
RNA-128,783 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,2.20,20,44.0,,44.0,,0,50,,DO NOT USE: DO NOT USE; WRONG TISSUE WAS MICRODISSECTED: 17-43707,Melanoma Epigenetics
RNA-129,786 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,11.50,20,230.0,,230.0,230.0,20,30,RLP-83,,Melanoma Epigenetics
RNA-130,885 MIS,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,18.30,20,366.0,,366.0,366.0,20,30,RLP-84,,Melanoma Epigenetics
RNA-131,894 Normal,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,2.10,20,42.0,,42.0,42.0,20,30,RLP-85,,Melanoma Epigenetics
RNA-132,892 Mel,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,15.20,20,304.0,,304.0,304.0,20,30,RLP-86,,Melanoma Epigenetics
RNA-133,893 Nevus,RNA,8/28/2020,Qiagen AllPrep DNA/RNA Mini Kit,57.00,20,1140.0,,1140.0,400.0,7,43,"RLP-87,RLP-127",,Melanoma Epigenetics
RNA-134,895 Normal,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,"Third try, tissue failed to produce RNA",Melanoma Epigenetics
RNA-135,1434 Normal,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,4.32,20,86.4,,86.4,,0,50,,,Melanoma Epigenetics
RNA-136,348 Nevus,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,4.19,20,83.8,,83.8,,0,50,,,Melanoma Epigenetics
RNA-137,352 Nevus,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,3.48,20,69.6,,69.6,,0,50,,,Melanoma Epigenetics
RNA-138,1441 MIS1,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-139,354 Normal,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-140,356 Mel,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-141,1432 Normal,RNA,9/11/2020,Qiagen AllPrep DNA/RNA Mini Kit,2.55,20,51.0,,51.0,,0,50,,,Melanoma Epigenetics
RNA-142,1442 MIS1,RNA,9/22/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-143,1443 MIS2,RNA,9/22/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-144,1444 MIS2,RNA,9/22/2020,Qiagen AllPrep DNA/RNA Mini Kit,4.18,20,83.6,,83.6,,0,50,,,Melanoma Epigenetics
RNA-145,302 Normal,RNA,9/22/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-146,1447 Normal,RNA,10/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,17.40,20,348.0,,348.0,348.0,20,30,RLP-88,,Melanoma Epigenetics
RNA-147,1451 Normal,RNA,10/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,3.54,20,70.8,,70.8,70.8,20,30,RLP-89,,Melanoma Epigenetics
RNA-148,1446 Normal,RNA,10/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,6.11,20,122.2,,122.2,122.2,20,30,RLP-90,,Melanoma Epigenetics
RNA-149,1448 Normal,RNA,10/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,7.50,20,150.0,,150.0,150.0,20,30,RLP-91,,Melanoma Epigenetics
RNA-150,1449 Normal,RNA,10/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,8.60,20,172.0,,172.0,172.0,20,30,RLP-92,,Melanoma Epigenetics
RNA-151,1450 Normal,RNA,10/3/2020,Qiagen AllPrep DNA/RNA Mini Kit,5.83,20,116.6,,116.6,116.6,20,30,RLP-93,,Melanoma Epigenetics
RNA-152,1451 Normal,RNA,10/5/2020,Qiagen AllPrep DNA/RNA Mini Kit,3.44,20,68.8,,68.8,68.8,20,30,RLP-89,,Melanoma Epigenetics
RNA-153,1446 Normal,RNA,10/5/2020,Qiagen AllPrep DNA/RNA Mini Kit,4.51,20,90.2,,90.2,90.2,20,30,RLP-90,,Melanoma Epigenetics
RNA-154,1448 Normal,RNA,10/5/2020,Qiagen AllPrep DNA/RNA Mini Kit,2.57,20,51.4,,51.4,51.4,20,30,RLP-91,,Melanoma Epigenetics
RNA-155,1449 Normal,RNA,10/5/2020,Qiagen AllPrep DNA/RNA Mini Kit,5.26,20,105.2,,105.2,105.2,20,30,RLP-92,,Melanoma Epigenetics
RNA-156,1450 Normal,RNA,10/5/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-157,1451 Normal,RNA,10/9/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-158,1448 Normal,RNA,10/9/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-159,1450 Normal,RNA,10/9/2020,Qiagen AllPrep DNA/RNA Mini Kit,0.00,20,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-160,1917 Mel,RNA,3/14/2022,RNAstorm FFPE,16.10,48,772.8,,772.8,50.0,3,47,RLP-107,,Melanoma Epigenetics
RNA-161,1918 MIS,RNA,3/14/2022,RNAstorm FFPE,8.28,48,397.4,,397.4,50.0,6,44,RLP-108,,Melanoma Epigenetics
RNA-162,1919 Nevus,RNA,3/14/2022,RNAstorm FFPE,5.33,48,255.8,,255.8,50.0,9,41,RLP-109,,Melanoma Epigenetics
RNA-163,1920 Normal,RNA,3/14/2022,RNAstorm FFPE,0.00,48,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-164,1921 Mel,RNA,3/14/2022,RNAstorm FFPE,35.00,48,1680.0,,1680.0,,0,50,,,Melanoma Epigenetics
RNA-165,1922 Nevus,RNA,3/14/2022,RNAstorm FFPE,2.83,48,135.8,,135.8,50.0,18,32,RLP-111,,Melanoma Epigenetics
RNA-166,1923 Mel,RNA,3/14/2022,RNAstorm FFPE,23.60,48,1132.8,,1132.8,,0,50,,,Melanoma Epigenetics
RNA-167,1924 Nevus,RNA,3/14/2022,RNAstorm FFPE,2.40,48,115.2,,115.2,,0,50,,,Melanoma Epigenetics
RNA-168,1925 Normal,RNA,3/14/2022,RNAstorm FFPE,0.00,48,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-169,1926 Mel,RNA,3/14/2022,RNAstorm FFPE,9.24,48,443.5,,443.5,,0,50,RLP-112,,Melanoma Epigenetics
RNA-170,1927 MIS,RNA,3/14/2022,RNAstorm FFPE,7.32,48,351.4,,351.4,,0,50,RLP-113,,Melanoma Epigenetics
RNA-171,1928 Nevus,RNA,3/14/2022,RNAstorm FFPE,2.00,48,96.0,,96.0,,0,50,RLP-114,,Melanoma Epigenetics
RNA-172,1929 Normal,RNA,3/14/2022,RNAstorm FFPE,0.00,48,0.0,,0.0,,NaN,NaN,,,Melanoma Epigenetics
RNA-173,1930 Normal,RNA,3/14/2022,RNAstorm FFPE,2.30,48,110.4,,110.4,,0,50,,,Melanoma Epigenetics
