Area_ID,Area,Block_ID,Collection method,Area type,HE image,NA_ID,Completion date,People in charge,Notes,Assigned projects
2573 Blue Nevus,2573,22-115763,Scraping,Blue Nevus,,DMS-009,,,,Superficial Congenital Nevi
2686 Capture Area C1,2686,22-119466,,Capture Area C1,,,,,,Spatial Gene Expression
2572 Blue Nevus,2572,22-122015,Scraping,Blue Nevus,,DMS-008,,,,Superficial Congenital Nevi
2685 Capture Area B1,2685,22-124532-2,,Capture Area B1,,,,,,Spatial Gene Expression
2247 ,2247,22-125373,,,,"22-125373-RNA,22-125373-DNA",,,,
2577 Blue Nevus,2577,22-127365,Scraping,Blue Nevus,,DMS-013,,,,Superficial Congenital Nevi
2578 Blue Nevus,2578,22-127490,Scraping,Blue Nevus,,DMS-014,,,,Superficial Congenital Nevi
2579 Blue Nevus,2579,22-128532,Scraping,Blue Nevus,,DMS-015,,,,Superficial Congenital Nevi
2580 Blue Nevus,2580,22-128941,Scraping,Blue Nevus,,DMS-016,,,,Superficial Congenital Nevi
2582 Blue Nevus,2582,23-293,Scraping,Blue Nevus,,"DMS-018,RMS-018",,,,Superficial Congenital Nevi
2488 Normal,2488,23-1012A2,,Normal,,"LMM D-057,LMM R-057",,,,
2291 Nevus,2291,23-2718 (block 1),,Nevus,,"DNA-428,RNA-428",,,,Melanoma Epigenetics
2290 Mel,2290,23-2718 (block 1),,Mel,,"DNA-427,RNA-427",,,,Melanoma Epigenetics
2292 Mel,2292,23-2718 (block 2),,Mel,,"DNA-429,RNA-429",,,,Melanoma Epigenetics
2585 Congenital Nevus,2585,23-3020,Scraping,Congenital Nevus,,"DMS-021,RMS-021",,,,Superficial Congenital Nevi
2639 Invasive,2639,23-3314,Scraping,Invasive,,,,,,Lentigo Maligna Melanoma
2640 MIS,2640,23-3314,Scraping,MIS,,,,,,Lentigo Maligna Melanoma
2566 Congenital Nevus,2566,23-4594,Scraping,Congenital Nevus,,DMS-002,,,,Superficial Congenital Nevi
2567 Congenital Nevus,2567,23-4595,Scraping,Congenital Nevus,,DMS-003,,,,Superficial Congenital Nevi
2571 Congenital Nevus,2571,23-4604,Scraping,Congenital Nevus,,DMS-007,,,,Superficial Congenital Nevi
2583 Congenital Nevus,2583,23-4720,Scraping,Congenital Nevus,,"DMS-019,RMS-019",,,,Superficial Congenital Nevi
2570 Congenital Nevus,2570,23-4742,Scraping,Congenital Nevus,,DMS-006,,,,Superficial Congenital Nevi
2575 Blue Nevus,2575,23-5230,Scraping,Blue Nevus,,DMS-011,,,,Superficial Congenital Nevi
2568 Congenital Nevus,2568,23-5236,Scraping,Congenital Nevus,,DMS-004,,,,Superficial Congenital Nevi
2563 Congenital Nevus,2563,23-7246A ,Scraping,Congenital Nevus,,"DMS-001A,RMS-001A",,,,Superficial Congenital Nevi
2564 Congenital Nevus,2564,23-7246B,Scraping,Congenital Nevus,,"DMS-001B,RMS-001B",,,,Superficial Congenital Nevi
2565 Congenital Nevus,2565,23-7246C,Scraping,Congenital Nevus,,"DMS-001C,RMS-001C",,,,Superficial Congenital Nevi
2612 Spitz Nevus,2612,23-7509,Scraping,Spitz Nevus,,"DMS-043,RMS-043",,,,Superficial Congenital Nevi
2293 Normal,2293,23-11588A,,Normal,,"DNA-430,RNA-430",,,,Melanoma Epigenetics
2641 Normal,2641,23-12491,Scraping,Normal,,LMM D-063,,,,Lentigo Maligna Melanoma
2613 Spitz Nevus,2613,23-14412,Scraping,Spitz Nevus,,"DMS-044,RMS-044",,,,Superficial Congenital Nevi
2447 Mel,2447,23-34755,,Mel,,"DNA-443,RNA-443",,,,Melanoma Epigenetics
2450 Normal,2450,23-37003,,Normal,,"LMM D-016,LMM R-016",5/19/2023,,,Lentigo Maligna Melanoma
2451 MIS,2451,23-37003,,MIS,,"LMM D-017,LMM R-017",5/19/2023,,,Lentigo Maligna Melanoma
2452 Invasive,2452,23-37003,,Invasive,,"LMM D-018,LMM R-018",5/19/2023,,,Lentigo Maligna Melanoma
2614 Spitz Nevus,2614,23-37594,Scraping,Spitz Nevus,,"DMS-045,RMS-045",,,,Superficial Congenital Nevi
2615 Spitz Nevus,2615,23-42323,Scraping,Spitz Nevus,,"DMS-046,RMS-046",,,,Superficial Congenital Nevi
2449 Normal,2449,23-47727,,Normal,,"DNA-445,RNA-445",,,,Melanoma Epigenetics
2448 Nevus,2448,23-47727,,Nevus,,"DNA-444,RNA-444",,,,Melanoma Epigenetics
2445 Nevus,2445,23-47967,,Nevus,,"DNA-441,RNA-441",,,,Melanoma Epigenetics
2446 Normal,2446,23-47967,,Normal,,"DNA-442,RNA-442",,,,Melanoma Epigenetics
2443 Mel,2443,23-47967,,Mel,,"DNA-439,RNA-439",,,,Melanoma Epigenetics
2444 MIS,2444,23-47967,,MIS,,"DNA-440,RNA-440",,,,Melanoma Epigenetics
2460 Nevus,2460,23-49347,,Nevus,,"DNA-447,RNA-447",,,,Melanoma Epigenetics
2459 MIS,2459,23-49347,,MIS,,"DNA-446,RNA-446",,,,Melanoma Epigenetics
2461 Normal,2461,23-49347,,Normal,,"DNA-448,RNA-448",,,,Melanoma Epigenetics
2475 Normal,2475,23-51956A3,,Normal,,"AM2 D-541,AM2 R-541",,,,Acral Melanoma
2473 MIS,2473,23-51956B14,,MIS,,"AM2 D-539,AM2 R-539",,,,Acral Melanoma
2689 Invasive,2689,23-51956B14,Scraping,Invasive,,,,,,Acral Melanoma
2474 MIS,2474,23-51956B16,,MIS,,"AM2 D-540,AM2 R-540",,,,Acral Melanoma
2472 Invasive,2472,23-51956B17,,Invasive,,"AM2 D-538,AM2 R-538",,,,Acral Melanoma
2688 Invasive,2688,23-51956B17,Scraping,Invasive,,,,,,Acral Melanoma
1005 Nodular Mel,1005,59/15,,Nodular Mel,,NM D-067,,,,Nodular Melanoma
924 Mel,924,85-01186,,Mel,,MDD-54,,,,Melanoma Prognosis
1124 Mel,1124,86-04906-2 T2,,Mel,,MDD-212,,Noel/Chenxu,,Melanoma Prognosis
1118 Mel,1118,87-14087-B T2,,Mel,,MDD-206,,Noel/Chenxu,,Melanoma Prognosis
1119 Mel,1119,88-6851-2 T3,,Mel,,MDD-207,,Noel/Chenxu,,Melanoma Prognosis
923 Mel,923,89-10432-A M1,,Mel,,MDD-53,,,,Melanoma Prognosis
1133 Mel,1133,89-10450-1 T2,,Mel,,MDD-221,,Noel/Chenxu,,Melanoma Prognosis
1127 Mel,1127,89-13569-1 T2,,Mel,,MDD-215,,Noel/Chenxu,,Melanoma Prognosis
1109 Mel,1109,90-07958-1 T2,,Mel,,MDD-197,,Noel/Chenxu,,Melanoma Prognosis
2718 Tumor,2718,90-012097B,,Tumor,,KAM102-T-B,,,,Acral Melanoma
1113 Mel,1113,91-08026-A T2,,Mel,,MDD-201,,Noel/Chenxu,,Melanoma Prognosis
1126 Mel,1126,91-09968-E T3,,Mel,,MDD-214,,Noel/Chenxu,,Melanoma Prognosis
928 Mel,928,91-16318 M1,,Mel,,MDD-58,,,,Melanoma Prognosis
2720 Tumor,2720,91-017419,,Tumor,,KAM116-T,,,,Acral Melanoma
1842 Normal,1842,92-1608A,Scraping,Normal,,"MMD-331,MMR-331",,Noel/Chenxu,,California Cancer Registry
1841 Mel,1841,92-1608B,Scraping,Mel,,"MMD-330,MMR-330",,Noel/Chenxu,,California Cancer Registry
2719 Tumor,2719,92-003527H,,Tumor,,KAM113-T-H,,,,Acral Melanoma
1112 Mel,1112,92-03953-C T2,,Mel,,MDD-200,,Noel/Chenxu,,Melanoma Prognosis
1839 Mel,1839,92-5109,Scraping,Mel,,"MMD-328,MMR-328",,Noel/Chenxu,,California Cancer Registry
1840 Normal,1840,92-5109,Scraping,Normal,,"MMD-329,MMR-329",,Noel/Chenxu,,California Cancer Registry
1122 Mel,1122,92-06469-A T2,,Mel,,MDD-210,,Noel/Chenxu,,Melanoma Prognosis
1120 Mel,1120,92-14752-1 T2,,Mel,,MDD-208,,Noel/Chenxu,,Melanoma Prognosis
1117 Mel,1117,92-18572-E T3,,Mel,,MDD-205,,Noel/Chenxu,,Melanoma Prognosis
921 Mel,921,93-06269-4 N1,,Mel,,MDD-51,,,,Melanoma Prognosis
1125 Mel,1125,93-12428-1 T2,,Mel,,MDD-213,,Noel/Chenxu,,Melanoma Prognosis
1795 Normal,1795,93-13675A,Scraping,Normal,,"MMD-209,MMD-210",,Noel/Chenxu,,California Cancer Registry
1792 Mel,1792,93-13675B,Scraping,Mel,,"MMD-206,MMR-206,MMD-321,MMR-321",,Noel/Chenxu,,California Cancer Registry
1793 Normal,1793,93-13675B,Scraping,Normal,,"MMD-207,MMD-322",,Noel/Chenxu,,California Cancer Registry
1794 MIS,1794,93-13675B,Scraping,MIS,,"MMD-208,MMR-208,MMD-323,MMR-323",,Noel/Chenxu,,California Cancer Registry
1132 Mel,1132,93-13951 T2,,Mel,,MDD-220,,Noel/Chenxu,,Melanoma Prognosis
1111 Mel,1111,93-21060-4 T2,,Mel,,MDD-199,,Noel/Chenxu,,Melanoma Prognosis
920 Mel,920,94-00143-2 N1,,Mel,,MDD-50,,,,Melanoma Prognosis
919 Mel,919,94-00669 N1,,Mel,,MDD-49,,,,Melanoma Prognosis
1123 Mel,1123,94-01469-2 T3,,Mel,,MDD-211,,Noel/Chenxu,,Melanoma Prognosis
1729 Mel,1729,94-7602A,Scraping,Mel,,"MMD-134,MMR-134",,Noel/Chenxu,,California Cancer Registry
1730 Normal,1730,94-7602A,Scraping,Normal,,MMD-135,,Noel/Chenxu,,California Cancer Registry
1131 Mel,1131,94-08318-1 T2,,Mel,,MDD-219,,Noel/Chenxu,,Melanoma Prognosis
1129 Mel,1129,94-12246 T3,,Mel,,MDD-217,,Noel/Chenxu,,Melanoma Prognosis
2731 Tumor,2731,94-016368,,Tumor,,KAM26-T,,,,Acral Melanoma
1128 Mel,1128,94-18018-2 T3,,Mel,,MDD-216,,Noel/Chenxu,,Melanoma Prognosis
1121 Mel,1121,94-19725-B T3,,Mel,,MDD-209,,Noel/Chenxu,,Melanoma Prognosis
966 Mel,966,94-21132 M1,,Mel,,MDD-96,,,,Melanoma Prognosis
1130 Mel,1130,94-23180 T4,,Mel,,MDD-218,,Noel/Chenxu,,Melanoma Prognosis
925 Mel,925,95-01141-1 M1,,Mel,,MDD-55,,,,Melanoma Prognosis
1108 Mel,1108,95-02325-1 T3,,Mel,,MDD-196,,Noel/Chenxu,,Melanoma Prognosis
926 Mel,926,95-05724-1 M1,,Mel,,MDD-56,,,,Melanoma Prognosis
1667 Mel,1667,95-5908,Scraping,Mel,,"MMR-46,MMD-46,MMD-64,MMD-104",,Noel/Chenxu,,California Cancer Registry
1668 Normal,1668,95-5908,Scraping,Normal,,"MMD-47,MMD-105,MMD-268",,Noel/Chenxu,,California Cancer Registry
922 Mel,922,95-05959 M1,,Mel,,MDD-52,,,,Melanoma Prognosis
2734 Tumor,2734,95-007992,,Tumor,,KAM37-T,,,,Acral Melanoma
1114 Mel,1114,95-14297-5 T2,,Mel,,MDD-202,,Noel/Chenxu,,Melanoma Prognosis
1026 Mel,1026,95-14690-F T1,,Mel,,MDD-114,,Noel/Chenxu,,Melanoma Prognosis
1116 Mel,1116,95-16013-B T3,,Mel,,MDD-204,,Noel/Chenxu,,Melanoma Prognosis
1788 Normal,1788,95-21392,Scraping,Normal,,"MMD-202,MMD-320",,Noel/Chenxu,,California Cancer Registry
1787 Mel,1787,95-21392,Scraping,Mel,,"MMD-201,MMR-201,MMD-319",,Noel/Chenxu,,California Cancer Registry
1789 Normal,1789,95-21392,Scraping,Normal,,MMD-203,,Noel/Chenxu,,California Cancer Registry
1115 Mel,1115,96-02480-T3,,Mel,,MDD-203,,Noel/Chenxu,,Melanoma Prognosis
1704 Mel,1704,96-3842,Scraping,Mel,,"MMD-112,MMR-112,MMD-292,MMD-211",,Noel/Chenxu,,California Cancer Registry
1705 Normal,1705,96-3842,Scraping,Normal,,"MMD-113,MMD-291,MMD-212",,Noel/Chenxu,,California Cancer Registry
1706 MIS,1706,96-3842,Scraping,MIS,,"MMD-114,MMR-114,MMD-293,MMR-293,MMD-213,MMR-213",,Noel/Chenxu,,California Cancer Registry
2262 Normal,2262,96-004039,,Normal,,N-4,7/19/2019,,Normal,Hockemeyer Melanoma Project
2803 Tumor,2803,96-6536,,Tumor,,Kit_227_Acral_WT_NA,,,,
927 Mel,927,96-06832-D M1,,Mel,,MDD-57,,,,Melanoma Prognosis
967 Mel,967,96-07395-C M1,,Mel,,MDD-97,,,,Melanoma Prognosis
1699 Mel,1699,96-12193,Scraping,Mel,,"MMD-96,MMR-96",,Noel/Chenxu,,California Cancer Registry
968 Mel,968,96-13701 M1,,Mel,,MDD-98,,,,Melanoma Prognosis
2258 Tumor,2258,96-14850,,Tumor,,PM-4,7/19/2019,,Primary Tumor,Hockemeyer Melanoma Project
1709 Normal,1709,96-18458A,Scraping,Normal,,"MMD-294,MMD-117",,Noel/Chenxu,,California Cancer Registry
1710 MIS,1710,96-18458C,Scraping,MIS,,"MMD-118,MMR-118,MMR-214,MMD-295,MMD-214",,Noel/Chenxu,,California Cancer Registry
1708 Mel,1708,96-18458E,Scraping,Mel,,"MMD-116,MMR-116",,Noel/Chenxu,,California Cancer Registry
1711 MIS,1711,96-18458F,Scraping,MIS,,"MMD-118,MMR-118,MMR-214,MMD-295,MMD-214",,Noel/Chenxu,,California Cancer Registry
929 Mel,929,96-18967-1 M1,,Mel,,MDD-59,,,,Melanoma Prognosis
1110 Mel,1110,96-20650-1A T3,,Mel,,MDD-198,,Noel/Chenxu,,Melanoma Prognosis
969 Mel,969,96-23601-4 M1,,Mel,,MDD-99,,,,Melanoma Prognosis
1046 Mel,1046,96-24948 T1,,Mel,,MDD-134,,Noel/Chenxu,,Melanoma Prognosis
930 Mel,930,97-01837-E M1,,Mel,,MDD-60,,,,Melanoma Prognosis
1107 Mel,1107,97-8417 T2,,Mel,,MDD-195,,Noel/Chenxu,,Melanoma Prognosis
1833 Mel,1833,97-13166G,Scraping,Mel,,"MMR-249,MMD-249",,Noel/Chenxu,,California Cancer Registry
1834 Normal,1834,97-13166G,Scraping,Normal,,MMD-250,,Noel/Chenxu,,California Cancer Registry
1861 Mel,1861,97-23367,Scraping,Mel,,"MMR-350,MMD-350",,Noel/Chenxu,,California Cancer Registry
1862 Normal,1862,97-23367,Scraping,Normal,,"MMD-351,MMR-351",,Noel/Chenxu,,California Cancer Registry
2740 Tumor,2740,98-001046,,Tumor,,KAM75-T,,,,Acral Melanoma
2757 Normal,2757,98-1056,,Normal,,JBU8-Norm,,,,
2758 MVP,2758,98-1056A9,,MVP,,JBU8-MVP,,,,
1808 Mel,1808,98-1556,Scraping,Mel,,"MMD-228,MMR-228,MMD-324,MMR-324",,Noel/Chenxu,,California Cancer Registry
1809 Normal,1809,98-1556,Scraping,Normal,,"MMD-229,MMD-325,MMR-325",,Noel/Chenxu,,California Cancer Registry
931 Mel,931,98-02267-5 M1,,Mel,,MDD-61,,,,Melanoma Prognosis
932 Mel,932,98-03336-8 M1,,Mel,,MDD-62,,,,Melanoma Prognosis
933 Mel,933,98-05054 N1,,Mel,,MDD-63,,,,Melanoma Prognosis
1801 Mel,1801,98-6161B,Scraping,Mel,,"MMD-221,MMD-279,MMR-221,MMR-279",,Noel/Chenxu,,California Cancer Registry
1802 Normal,1802,98-6161B,Scraping,Normal,,"MMD-222,MMD-280",,Noel/Chenxu,,California Cancer Registry
1106 Mel,1106,98-06203-3 T2,,Mel,,MDD-194,,Noel/Chenxu,,Melanoma Prognosis
1777 Mel,1777,98-9595B,Scraping,Mel,,"MMR-184,MMD-184",,Noel/Chenxu,,California Cancer Registry
1778 Normal,1778,98-9595B,Scraping,Normal,,"MMD-185,MMD-307",,Noel/Chenxu,,California Cancer Registry
1779 Nevus,1779,98-9595B,Scraping,Nevus,,"MMR-186,MMD-186,MMD-308,MMR-308",,Noel/Chenxu,,California Cancer Registry
1942 Nevus,1942,98-9595B,,Nevus,,"DNA-185,RNA-185,DNA-228,RNA-228",,Noel/Chenxu,,Melanoma Epigenetics
1941 Mel,1941,98-9595B,,Mel,,"DNA-184,RNA-184,DNA-227,RNA-227",,Noel/Chenxu,,Melanoma Epigenetics
1943 Normal,1943,98-9595B,,Normal,,"DNA-186,RNA-186,DNA-229",,Noel/Chenxu,,Melanoma Epigenetics
1829 Normal,1829,98-10389,Scraping,Normal,,MMD-245,,Noel/Chenxu,,California Cancer Registry
1828 Mel,1828,98-10389,Scraping,Mel,,"MMR-244,MMD-244",,Noel/Chenxu,,California Cancer Registry
1760 Normal,1760,98-11545,Scraping,Normal,,"MMD-168,MMD-270",,Noel/Chenxu,,California Cancer Registry
1759 Mel,1759,98-11545,Scraping,Mel,,"MMD-167,MMD-269,MMR-167",,Noel/Chenxu,,California Cancer Registry
1761 MIS,1761,98-11545,Scraping,MIS,,"MMD-169,MMD-271,MMR-169",,Noel/Chenxu,,California Cancer Registry
1790 Mel,1790,98-13466,Scraping,Mel,,"MMD-277,MMD-204,MMR-204",,Noel/Chenxu,,California Cancer Registry
1791 Normal,1791,98-13466,Scraping,Normal,,"MMD-278,MMD-205",,Noel/Chenxu,,California Cancer Registry
1631 Mel,1631,98-16285A2,Scraping,Mel,,"MMD-06,MMR-06",,Noel/Chenxu,,California Cancer Registry
2775 Tumor,2775,98-18400a,,Tumor,,AM_7_Tumor_NA,,,,Acral Melanoma
2735 Tumor,2735,98-019394,,Tumor,,KAM43-T,,,,Acral Melanoma
1105 Mel,1105,98-21389-A T2,,Mel,,MDD-193,,Noel/Chenxu,,Melanoma Prognosis
1781 Normal,1781,98-21806,Scraping,Normal,,"MMD-188,MMD-310",,Noel/Chenxu,,California Cancer Registry
1780 Mel,1780,98-21806,Scraping,Mel,,"MMR-187,MMD-187,MMD-309",,Noel/Chenxu,,California Cancer Registry
970 Mel,970,98-23221-F M1,,Mel,,MDD-100,,,,Melanoma Prognosis
1762 Mel,1762,99-3122A,Scraping,Mel,,"MMD-170,MMR-170",,Noel/Chenxu,,California Cancer Registry
1763 Normal,1763,99-3122A,Scraping,Normal,,MMD-171,,Noel/Chenxu,,California Cancer Registry
1837 Mel,1837,99-3122A,Scraping,Mel,,MMD-263,,Noel/Chenxu,,California Cancer Registry
1838 Normal,1838,99-3122A,Scraping,Normal,,MMD-264,,Noel/Chenxu,,California Cancer Registry
1830 Mel,1830,99-4387,Scraping,Mel,,"MMD-246,MMR-246",,Noel/Chenxu,,California Cancer Registry
1831 Normal,1831,99-4387,Scraping,Normal,,MMD-247,,Noel/Chenxu,,California Cancer Registry
1832 MIS,1832,99-4387,Scraping,MIS,,"MMD-248,MMR-248",,Noel/Chenxu,,California Cancer Registry
2737 Tumor,2737,99-005681,,Tumor,,KAM62-T,,,,Acral Melanoma
1103 Mel,1103,99-09753 T2,,Mel,,MDD-191,,Noel/Chenxu,,Melanoma Prognosis
2747 Normal,2747,99-012800,,Normal,,KAM111-N-A4,,,,Acral Melanoma
2749 Tumor,2749,99-012800-2,,Tumor,,KAM111-T-A2,,,,Acral Melanoma
1028 Mel,1028,99-13402-3 T1,,Mel,,MDD-116,,Noel/Chenxu,,Melanoma Prognosis
1648 Mel,1648,99-14477,Scraping,Mel,,"MMD-28,MMR-28,MMD-59",,Noel/Chenxu,,California Cancer Registry
1649 Normal,1649,99-14477,Scraping,Normal,,"MMD-29,MMR-29,MMD-111",,Noel/Chenxu,,California Cancer Registry
1101 Mel,1101,99-15953-D T2,,Mel,,MDD-189,,Noel/Chenxu,,Melanoma Prognosis
934 Mel,934,99-16633-E N1,,Mel,,MDD-64,,,,Melanoma Prognosis
1104 Mel,1104,99-16706 T2,,Mel,,MDD-192,,Noel/Chenxu,,Melanoma Prognosis
1635 Mel,1635,99-18307,Scraping,Mel,,"MMD-10,MMR-10",,Noel/Chenxu,,California Cancer Registry
1810 Mel,1810,99-19410A,Scraping,Mel,,"MMD-230,MMR-230,MMD-283",,Noel/Chenxu,"http://64.54.108.147/eSlideTray.php?ImageIds=1002 , 99-19410B, 99-19410A",California Cancer Registry
1811 Normal,1811,99-19410B,Scraping,Normal,,"MMD-231,MMD-284",,Noel/Chenxu,,California Cancer Registry
1082 Mel,1082,99-19998 T2,,Mel,,MDD-170,,Noel/Chenxu,,Melanoma Prognosis
1864 Normal,1864,99-23502A,Scraping,Normal,,"MMR-353,MMD-353",,Noel/Chenxu,,California Cancer Registry
1863 Mel,1863,99-23502C,Scraping,Mel,,"MMR-352,MMD-352",,Noel/Chenxu,,California Cancer Registry
1102 Mel,1102,99-24969-F T4,,Mel,,MDD-190,,Noel/Chenxu,,Melanoma Prognosis
935 Mel,935,99-27534 M1,,Mel,,MDD-65,,,,Melanoma Prognosis
1636 Mel,1636,99-30301,Scraping,Mel,,"MMR-11,MMD-11",,Noel/Chenxu,,California Cancer Registry
1936 Nevus,1936,99-32835,,Nevus,,"DNA-179,RNA-179,DNA-222,RNA-222",,Noel/Chenxu,,Melanoma Epigenetics
1935 Mel,1935,99-32835,,Mel,,"DNA-178,RNA-178,DNA-221,RNA-221",,Noel/Chenxu,,Melanoma Epigenetics
1937 Normal,1937,99-32835,,Normal,,"DNA-180,RNA-180,DNA-223",,Noel/Chenxu,,Melanoma Epigenetics
2463 Melanoma Cell Line,2463,144 Imat B15,,Melanoma Cell Line,,144 Imat B15,,,,Melanoma Cell Line
2464 Melanoma Cell Line,2464,144 Imat B15-2,,Melanoma Cell Line,,144 Imat B15-2,,,,Melanoma Cell Line
2465 Cell Line,2465,144aI WT,,Cell Line,,144aI WT,,,,Cell Line
573 Nodular Mel,573,150/17,,Nodular Mel,,NM D-32,,,,Nodular Melanoma
1011 Nodular Mel,1011,156/13,,Nodular Mel,,NM D-073,,,,Nodular Melanoma
2466 Cell Line,2466,230 WT,,Cell Line,,230 WT,,,,Cell Line
593 Nodular Mel,593,351/10 2 (HBD),,Nodular Mel,,NM D-053,,,,Nodular Melanoma
594 Nodular Mel,594,351/10 4 (HBD),,Nodular Mel,,NM D-054,,,,Nodular Melanoma
31 Normal,31,352-1-15.1,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-55,,Shanshan Liu,,Acral Melanoma
32 MIS,32,352-1-15.1,,MIS,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-56,,Shanshan Liu,,Acral Melanoma
33 MIS,33,352-1-15.1,,MIS,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-57,,Shanshan Liu,,Acral Melanoma
34 Mel1,34,352-1-15.1,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-58,,Shanshan Liu,,Acral Melanoma
42 Normal,42,385/14,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-66,,Shanshan Liu,,Acral Melanoma
43 MIS1,43,385/14,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-67,,Shanshan Liu,,Acral Melanoma
44 MIS2,44,385/14,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-68,,Shanshan Liu,,Acral Melanoma
45 Mel1,45,385/14,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-69,,Shanshan Liu,,Acral Melanoma
595 Nodular Mel,595,467/10  1,,Nodular Mel,,NM D-055,,,,Nodular Melanoma
18 MIS1,18,534-1-11.2,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-43,,Shanshan Liu,also on block 534-1-11.3,Acral Melanoma
19 MIS2,19,534-1-11.2,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-44,,Shanshan Liu,also on block 534-1-11.3,Acral Melanoma
20 Normal,20,534-1-11.2,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-45,,Shanshan Liu,also on block 534-1-11.3,Acral Melanoma
21 Mel1,21,534-1-11.2,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-46,,Shanshan Liu,,Acral Melanoma
1006 Nodular Mel,1006,718/12 a,,Nodular Mel,,NM D-068,,,,Nodular Melanoma
1004 Nodular Mel,1004,1135/19,,Nodular Mel,,NM D-066,,,,Nodular Melanoma
577 Nodular Mel,577,1205/17,,Nodular Mel,,NM D-036,,,,Nodular Melanoma
576 Nodular Mel,576,1283/14,,Nodular Mel,,NM D-035,,,,Nodular Melanoma
552 Nodular Mel,552,1485/15 (1485/15 slide),,Nodular Mel,,NM D-02,,,,Nodular Melanoma
38 Normal,38,1586-2-13-C,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-62,,Shanshan Liu,,Acral Melanoma
39 MIS1,39,1586-2-13-C,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-63,,Shanshan Liu,,Acral Melanoma
40 MIS2,40,1586-2-13-C,,MIS2,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-64,,Shanshan Liu,,Acral Melanoma
41 Mel1,41,1586-2-13-C,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-65,,Shanshan Liu,,Acral Melanoma
578 Nodular Mel,578,1813/15 3,,Nodular Mel,,NM D-037,,,,Nodular Melanoma
1020 Nodular Mel,1020,2017-07184,,Nodular Mel,,NM D-082,,,,Nodular Melanoma
1012 Nodular Mel,1012,2017-19575,,Nodular Mel,,NM D-074,,,,Nodular Melanoma
570 Nodular Mel,570,2065/12 (2065/117 slide),,Nodular Mel,,NM D-27,,,,Nodular Melanoma
572 Nodular Mel,572,2227/14 4,,Nodular Mel,,NM D-31,,,,Nodular Melanoma
35 Normal,35,2686-1-13.1,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-59,,Shanshan Liu,,Acral Melanoma
36 MIS1,36,2686-1-13.1,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-60,,Shanshan Liu,,Acral Melanoma
37 Mel1,37,2686-1-13.1,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-61,,Shanshan Liu,,Acral Melanoma
1291 Normal,1291,2686-1-13.2,,Normal,,AM2 D-205,,,,Acral Melanoma
553 Nodular Mel,553,2997/11,,Nodular Mel,,NM D-03,,,,Nodular Melanoma
598 Nodular Mel,598,3188/18,,Nodular Mel,,NM D-060,,,,Nodular Melanoma
46 Normal,46,4070/2/13.1,,Normal,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-70,,Shanshan Liu,,Acral Melanoma
47 MIS1,47,4070/2/13.1,,MIS1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-71,,Shanshan Liu,,Acral Melanoma
48 Mel1,48,4070/2/13.1,,Mel1,\HiSeqData_Shanshan\Acral Melanoma project 2\HE_Images,AM2 D-73,,Shanshan Liu,"AM2 D-72 not circled on the image, no DNA extracted",Acral Melanoma
574 Nodular Mel,574,4136/16,,Nodular Mel,,NM D-033,,,,Nodular Melanoma
575 Nodular Mel,575,4449/16 (4449/16 3 slide),,Nodular Mel,,NM D-034,,,,Nodular Melanoma
579 Nodular Mel,579,4890/15 8,,Nodular Mel,,NM D-038,,,,Nodular Melanoma
554 Nodular Mel,554,5696/15,,Nodular Mel,,NM D-04,,,,Nodular Melanoma
582 Nodular Mel,582,5698.3 (14.5698.3 slide),,Nodular Mel,,NM D-041,,,,Nodular Melanoma
551 Nodular Mel,551,5890/08,,Nodular Mel,,NM D-01,,,,Nodular Melanoma
580 Nodular Mel,580,6172.3 (14.6172.3 slide),,Nodular Mel,,NM D-039,,,,Nodular Melanoma
